location,latitude,longitude,urbanization_index,industry_density,avg_pm25,source,risk_score
Caribbean Sea,16.77,-62.83,0.2,0.1,0.00864,Marine,0.12
Caribbean Sea,16.03,-62.37,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,14.54,-60.61,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,17.57,-84.33,0.2,0.1,0.0108,Marine,0.12
Caribbean Sea,12.23,-64.41,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,14.63,-70.28,0.2,0.1,0.005084,Marine,0.12
Caribbean Sea,17.1,-71.45,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,17.16,-76.39,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,15.25,-75.83,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,16.95,-83.16,0.2,0.1,0.0,Marine,0.12
North Sea,56.0085,-3.370667,0.2,0.1,0.0,Marine,0.12
North Sea,60.776667,1.0885,0.2,0.1,0.025192,Marine,0.12
Gulf of St. Lawrence,46.3883,-63.7825,0.2,0.1,0.001,Marine,0.12
Celtic Sea,48.318167,-4.416,0.2,0.1,0.009982,Marine,0.12
Mediterranean Sea,38.031,5.324,0.2,0.1,0.995025,Marine,0.12
Mediterranean Sea,39.0051,17.2516,0.2,0.1,7.151593,Marine,0.1202
Gulf of California,31.29732,-113.541203,0.2,0.1,705.218618,Marine,0.1401
Gulf of Mexico,21.29148,-89.634561,0.2,0.1,2820.874471,Marine,0.2006
Caribbean Sea,16.78,-72.77,0.2,0.1,0.00216,Marine,0.12
Caribbean Sea,18.68,-64.96,0.2,0.1,0.00306,Marine,0.12
Caribbean Sea,13.52,-61.35,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,20.01,-85.08,0.2,0.1,0.01512,Marine,0.12
Caribbean Sea,15.28,-72.43,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,15.51,-72.26,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,14.9,-70.38,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,15.88,-70.92,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,17.4,-68.78,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,18.7167,-64.2833,0.2,0.1,0.001,Marine,0.12
Mediterranean Sea,43.292667,6.6485,0.2,0.1,0.65709,Marine,0.12
Inner Seas off the West Coast of Scotland,57.190333,-6.803833,0.2,0.1,0.023641,Marine,0.12
Gulf of Bothnia,63.1279,18.826,0.2,0.1,0.0,Marine,0.12
Baffin Bay,71.3695,-55.672167,0.2,0.1,0.005401,Marine,0.12
Mediterranean Sea,40.7094,14.1105,0.2,0.1,4.64236,Marine,0.1201
Mediterranean Sea,41.13,9.798333,0.2,0.1,0.064088,Marine,0.12
Mediterranean Sea,41.397303,2.21315,0.2,0.1,0.675333,Marine,0.12
Mediterranean Sea,43.2571,5.3726,0.2,0.1,0.131303,Marine,0.12
New York Bight,39.9,-72.27,0.2,0.1,0.0054,Marine,0.12
Stellwagen Bank National Marine Sanctuary,42.13,-70.44,0.2,0.1,0.0,Marine,0.12
Gulf of Mexico,27.897,-82.4382,0.2,0.1,0.0,Marine,0.12
Gulf of Mexico,27.9185,-82.5379,0.2,0.1,1000.0,Marine,0.1486
Caribbean Sea,18.3358,-64.9278,0.2,0.1,0.002,Marine,0.12
Caribbean Sea,15.98,-62.68,0.2,0.1,0.00216,Marine,0.12
Caribbean Sea,16.63,-63.63,0.2,0.1,0.00216,Marine,0.12
Caribbean Sea,14.88,-62.52,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,16.87,-61.36,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,17.65,-80.42,0.2,0.1,0.00432,Marine,0.12
Gulf of Mexico,18.558117,-94.99345,0.2,0.1,0.0,Marine,0.12
Mediterranean Sea,43.2046,8.999,0.2,0.1,0.303079,Marine,0.12
North Sea,57.721333,-2.555833,0.2,0.1,0.0,Marine,0.12
Greenland Sea,80.56208,8.00078,0.2,0.1,95.0,Marine,0.1227
Greenland Sea,79.0,12.23,0.2,0.1,0.0,Marine,0.12
Mediterranean Sea,41.575135,2.553135,0.2,0.1,2.716667,Marine,0.1201
Mediterranean Sea,41.403637,2.2193,0.2,0.1,1.857333,Marine,0.1201
Gulf of St. Lawrence,46.74,-57.59,0.2,0.1,0.003084,Marine,0.12
Mediterranean Sea,43.013033,6.1031,0.2,0.1,0.005181,Marine,0.12
Mediterranean Sea,44.240431,8.469206,0.2,0.1,0.066138,Marine,0.12
Mediterranean Sea,35.9716,-5.5907,0.2,0.1,0.004,Marine,0.12
Mediterranean Sea,36.760775,2.80062,0.2,0.1,0.704857,Marine,0.12
Coastal Waters of Florida,24.52,-81.81,0.2,0.1,0.005976,Marine,0.12
Gulf of Mexico,22.282206,-97.798196,0.2,0.1,1410.437236,Marine,0.1603
Gulf of Mexico,27.8096,-82.446,0.2,0.1,2000.0,Marine,0.1771
Caribbean Sea,11.6,-63.87,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,12.53,-61.62,0.2,0.1,0.00288,Marine,0.12
Caribbean Sea,12.22,-61.77,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,18.76,-77.48,0.2,0.1,0.0072,Marine,0.12
Caribbean Sea,16.73,-77.93,0.2,0.1,0.01296,Marine,0.12
Caribbean Sea,17.17,-80.02,0.2,0.1,0.018892,Marine,0.12
Mediterranean Sea,33.7346,32.7224,0.2,0.1,0.036978,Marine,0.12
North Sea,57.771,-3.211167,0.2,0.1,0.0,Marine,0.12
Inner Seas off the West Coast of Scotland,55.5285,-4.7065,0.2,0.1,0.0,Marine,0.12
Mediterranean Sea,43.046833,15.271,0.2,0.1,0.393552,Marine,0.12
Gulf of Alaska,60.4667,-148.399,0.2,0.1,0.011,Marine,0.12
Mediterranean Sea,38.181,11.667,0.2,0.1,1.012461,Marine,0.12
Mediterranean Sea,42.028333,3.75,0.2,0.1,0.297018,Marine,0.12
Gulf of Mexico,20.974583,-97.3069,0.2,0.1,0.0,Marine,0.12
Coastal Waters of Florida,24.8107,-80.828,0.2,0.1,0.002,Marine,0.12
Gulf of California,31.022322,-114.832718,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,17.25,-85.62,0.2,0.1,0.010796,Marine,0.12
Caribbean Sea,11.93,-62.07,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,15.53,-69.95,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,19.4,-78.57,0.2,0.1,0.0,Marine,0.12
Mediterranean Sea,33.074,35.101667,0.2,0.1,13.115789,Marine,0.1204
North Sea,57.808,-3.045333,0.2,0.1,0.0,Marine,0.12
Inner Seas off the West Coast of Scotland,58.127667,-6.146333,0.2,0.1,0.059665,Marine,0.12
Northwestern Passages,68.97,-106.303333,0.2,0.1,0.013143,Marine,0.12
Mediterranean Sea,37.558333,0.695,0.2,0.1,0.282078,Marine,0.12
Mediterranean Sea,38.619,3.205167,0.2,0.1,1.094385,Marine,0.12
Mediterranean Sea,38.583333,15.773,0.2,0.1,0.456912,Marine,0.12
Gulf of California,24.4463,-110.3715,0.2,0.1,0.003,Marine,0.12
Caribbean Sea,13.31,-60.32,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,12.72,-60.34,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,12.05,-61.9,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,17.67,-76.63,0.2,0.1,0.00864,Marine,0.12
Caribbean Sea,15.82,-76.35,0.2,0.1,0.00648,Marine,0.12
Caribbean Sea,16.58,-70.03,0.2,0.1,0.02376,Marine,0.12
Caribbean Sea,18.07,-67.54,0.2,0.1,0.00432,Marine,0.12
Caribbean Sea,18.23,-64.58,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,18.02,-75.41,0.2,0.1,0.006172,Marine,0.12
Caribbean Sea,16.75,-74.58,0.2,0.1,0.030236,Marine,0.12
Gulf of Mexico,19.541887,-90.70652,0.2,0.1,0.0,Marine,0.12
Inner Seas off the West Coast of Scotland,56.110167,-4.897333,0.2,0.1,0.166026,Marine,0.12
Mediterranean Sea,43.183,5.3831,0.2,0.1,0.031328,Marine,0.12
Gulf of Alaska,60.774,-147.029,0.2,0.1,0.012,Marine,0.12
North Sea,60.249167,-0.998667,0.2,0.1,0.007357,Marine,0.12
Inner Seas off the West Coast of Scotland,57.997667,-5.882667,0.2,0.1,0.044731,Marine,0.12
Inner Seas off the West Coast of Scotland,56.122667,-4.826,0.2,0.1,0.02448,Marine,0.12
Mediterranean Sea,37.533,5.7742,0.2,0.1,0.01,Marine,0.12
Mediterranean Sea,42.18,3.24,0.2,0.1,0.587,Marine,0.12
Mediterranean Sea,40.910469,0.833376,0.2,0.1,1.09,Marine,0.12
Gulf of Mexico,24.54,-83.26,0.2,0.1,0.025916,Marine,0.12
Gulf of California,25.51,-110.4,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,17.5,-62.31,0.2,0.1,0.00268,Marine,0.12
Caribbean Sea,14.28,-61.85,0.2,0.1,0.01728,Marine,0.12
Gulf of Mexico,18.437298,-93.221816,0.2,0.1,1410.437236,Marine,0.1603
Caribbean Sea,13.08,-66.5,0.2,0.1,0.007856,Marine,0.12
Caribbean Sea,12.1,-63.08,0.2,0.1,0.00648,Marine,0.12
Caribbean Sea,17.79,-72.33,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,17.4,-63.33,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,17.47,-79.32,0.2,0.1,0.00174,Marine,0.12
Caribbean Sea,18.58,-77.35,0.2,0.1,0.026052,Marine,0.12
Caribbean Sea,17.37,-82.47,0.2,0.1,0.034556,Marine,0.12
North Sea,57.709,-2.685333,0.2,0.1,0.0,Marine,0.12
Baltic Sea,54.51815,11.262533,0.2,0.1,0.0,Marine,0.12
Mediterranean Sea,39.307,23.827,0.2,0.1,0.216667,Marine,0.12
Celtic Sea,48.749248,-5.287192,0.2,0.1,0.087769,Marine,0.12
Mediterranean Sea,40.289444,17.410278,0.2,0.1,0.169082,Marine,0.12
Gulf of Mexico,21.289833,-97.420017,0.2,0.1,705.218618,Marine,0.1401
Caribbean Sea,20.6476,-87.0509,0.2,0.1,0.001,Marine,0.12
Gulf of Mexico,23.47,-83.2,0.2,0.1,0.0,Marine,0.12
Gulf of Mexico,27.9185,-82.5379,0.2,0.1,5.4,Marine,0.1202
Caribbean Sea,11.7,-61.27,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,11.33,-63.63,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,10.67,-65.36,0.2,0.1,0.006172,Marine,0.12
Caribbean Sea,13.05,-63.12,0.2,0.1,0.0,Marine,0.12
Mediterranean Sea,32.726333,34.939,0.2,0.1,0.635222,Marine,0.12
Mediterranean Sea,31.626,34.504333,0.2,0.1,0.722132,Marine,0.12
Gulf of Alaska,59.7732,-150.0451,0.2,0.1,0.001,Marine,0.12
Mediterranean Sea,44.411064,8.751844,0.2,0.1,0.43004,Marine,0.12
Mediterranean Sea,42.900383,6.17495,0.2,0.1,0.038204,Marine,0.12
Coastal Waters of Southeast Alaska and British Columbia,57.0386,-135.3736,0.2,0.1,0.015,Marine,0.12
North Sea,57.743167,-3.086667,0.2,0.1,0.0,Marine,0.12
Mediterranean Sea,36.583333,-2.71,0.2,0.1,0.449964,Marine,0.12
Mediterranean Sea,42.772167,4.923167,0.2,0.1,0.210334,Marine,0.12
Mediterranean Sea,44.129778,9.608947,0.2,0.1,0.127376,Marine,0.12
Monterey Bay National Marine Sanctuary,36.5472,-121.9303,0.2,0.1,0.002,Marine,0.12
Gulf of Mexico,21.516267,-87.391983,0.2,0.1,706.389134,Marine,0.1402
Gulf of Mexico,21.516267,-87.391983,0.2,0.1,2825.556538,Marine,0.2007
Gulf of Mexico,27.9237,-82.4807,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,11.8,-61.38,0.2,0.1,0.0,Marine,0.12
Gulf of Mexico,27.8589,-82.4686,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,11.55,-66.92,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,12.057667,-72.849667,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,13.45,-61.73,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,18.92,-75.96,0.2,0.1,0.02162,Marine,0.12
Caribbean Sea,16.68,-81.58,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,16.58,-84.12,0.2,0.1,0.00216,Marine,0.12
Irish Sea and St. George's Channel,54.6545,-4.317833,0.2,0.1,0.049002,Marine,0.12
Stellwagen Bank National Marine Sanctuary,42.48,-70.5,0.2,0.1,0.026992,Marine,0.12
Mediterranean Sea,43.314833,4.671167,0.2,0.1,0.157077,Marine,0.12
Mediterranean Sea,43.6526,7.2387,0.2,0.1,0.76994,Marine,0.12
Mediterranean Sea,43.6678,7.2421,0.2,0.1,2.40101,Marine,0.1201
Mediterranean Sea,42.996533,9.945017,0.2,0.1,0.046238,Marine,0.12
Gulf of Alaska,60.1946,-145.3325,0.2,0.1,0.002,Marine,0.12
Mediterranean Sea,38.1942,13.9156,0.2,0.1,0.01,Marine,0.12
Mediterranean Sea,38.7505,14.391667,0.2,0.1,0.512617,Marine,0.12
Mediterranean Sea,37.3424,24.6518,0.2,0.1,10.683196,Marine,0.1203
Caribbean Sea,12.32,-61.88,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,17.17,-78.28,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,16.36,-84.47,0.2,0.1,0.00216,Marine,0.12
Caribbean Sea,16.86,-85.95,0.2,0.1,0.00648,Marine,0.12
Caribbean Sea,18.28,-64.22,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,15.87,-63.03,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,18.69,-78.41,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,17.63,-78.29,0.2,0.1,0.005036,Marine,0.12
Caribbean Sea,17.932222,-76.84275,0.2,0.1,1.58,Marine,0.12
Caribbean Sea,18.47,-75.09,0.2,0.1,0.00648,Marine,0.12
Caribbean Sea,16.93,-77.19,0.2,0.1,0.00216,Marine,0.12
Caribbean Sea,16.53,-79.06,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,18.77,-76.27,0.2,0.1,0.010668,Marine,0.12
Caribbean Sea,18.56,-78.65,0.2,0.1,0.032396,Marine,0.12
Inner Seas off the West Coast of Scotland,56.189333,-4.776,0.2,0.1,0.800057,Marine,0.12
Norwegian Sea,69.140333,17.698,0.2,0.1,0.016713,Marine,0.12
Greenland Sea,80.5066,8.03402,0.2,0.1,1.5,Marine,0.12
Mediterranean Sea,43.0726,6.2372,0.2,0.1,4.75602,Marine,0.1201
Inner Seas off the West Coast of Scotland,57.118833,-6.551,0.2,0.1,0.017835,Marine,0.12
Mediterranean Sea,36.487717,-4.558317,0.2,0.1,0.172062,Marine,0.12
Mediterranean Sea,40.275278,17.493333,0.2,0.1,0.529742,Marine,0.12
Mediterranean Sea,40.910469,0.833376,0.2,0.1,0.532,Marine,0.12
New York Bight,40.0,-72.69,0.2,0.1,0.0,Marine,0.12
Gulf of Mexico,27.778,-82.5203,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,13.0,-62.28,0.2,0.1,0.00648,Marine,0.12
Gulf of California,24.08,-109.73,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,18.13,-75.37,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,16.8,-82.28,0.2,0.1,0.103672,Marine,0.12
Caribbean Sea,16.52,-84.17,0.2,0.1,0.0,Marine,0.12
Gulf of Mexico,18.437298,-93.221816,0.2,0.1,705.218618,Marine,0.1401
Caribbean Sea,10.65,-65.52,0.2,0.1,0.019628,Marine,0.12
North Sea,56.081833,-2.594,0.2,0.1,0.0,Marine,0.12
Inner Seas off the West Coast of Scotland,55.615,-4.790167,0.2,0.1,0.0,Marine,0.12
Mediterranean Sea,39.465,20.177,0.2,0.1,0.91,Marine,0.12
Mediterranean Sea,41.389383,2.203525,0.2,0.1,2.314667,Marine,0.1201
Gulf of Mexico,24.56,-83.49,0.2,0.1,0.145748,Marine,0.12
Gulf of Mexico,24.18,-83.73,0.2,0.1,0.0,Marine,0.12
Gulf of Mexico,27.9528,-82.6416,0.2,0.1,2.4,Marine,0.1201
Gulf of Mexico,27.6081,-82.5712,0.2,0.1,1000.0,Marine,0.1486
Caribbean Sea,18.7,-77.33,0.2,0.1,0.00216,Marine,0.12
Caribbean Sea,16.15,-86.02,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,17.4098,-87.9276,0.2,0.1,0.015,Marine,0.12
Caribbean Sea,16.58,-72.8,0.2,0.1,0.023388,Marine,0.12
Caribbean Sea,15.8,-65.3,0.2,0.1,0.0,Marine,0.12
Mediterranean Sea,43.5517,7.1513,0.2,0.1,0.2319,Marine,0.12
Mediterranean Sea,45.421,13.282333,0.2,0.1,0.338072,Marine,0.12
North Sea,57.027167,-1.941667,0.2,0.1,0.013292,Marine,0.12
Inner Seas off the West Coast of Scotland,58.468,-5.523167,0.2,0.1,0.134205,Marine,0.12
Inner Seas off the West Coast of Scotland,54.766333,-5.157167,0.2,0.1,0.038093,Marine,0.12
Mediterranean Sea,38.857,10.183,0.2,0.1,0.857605,Marine,0.12
Mediterranean Sea,40.031667,7.565,0.2,0.1,0.928411,Marine,0.12
Mediterranean Sea,41.373055,2.191604,0.2,0.1,17.932,Marine,0.1205
Mediterranean Sea,42.377821,3.158952,0.2,0.1,0.2,Marine,0.12
Gulf of Mexico,24.21,-84.02,0.2,0.1,0.0054,Marine,0.12
Gulf of Mexico,27.8493,-82.4314,0.2,0.1,6.5,Marine,0.1202
Caribbean Sea,12.78,-61.72,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,17.88,-76.13,0.2,0.1,0.00432,Marine,0.12
Caribbean Sea,16.35,-79.47,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,10.69,-65.89,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,16.63,-63.5,0.2,0.1,0.00216,Marine,0.12
Caribbean Sea,15.73,-65.21,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,19.82,-79.93,0.2,0.1,0.00216,Marine,0.12
Caribbean Sea,17.99,-74.39,0.2,0.1,0.014276,Marine,0.12
Mediterranean Sea,32.059167,34.748333,0.2,0.1,9.212254,Marine,0.1203
North Sea,55.985667,-2.985667,0.2,0.1,0.004121,Marine,0.12
Mediterranean Sea,40.083333,18.834,0.2,0.1,0.947603,Marine,0.12
Mediterranean Sea,35.7544,15.6989,0.2,0.1,0.591474,Marine,0.12
Mediterranean Sea,41.379079,2.194423,0.2,0.1,1.477333,Marine,0.12
Celtic Sea,48.308833,-4.385667,0.2,0.1,0.014167,Marine,0.12
Inner Seas off the West Coast of Scotland,56.692167,-6.380167,0.2,0.1,0.078007,Marine,0.12
Mediterranean Sea,39.86,19.313,0.2,0.1,0.43,Marine,0.12
Gulf of Mexico,27.9418,-82.4585,0.2,0.1,1000.0,Marine,0.1486
Caribbean Sea,18.02,-64.18,0.2,0.1,0.00864,Marine,0.12
Caribbean Sea,16.74,-65.23,0.2,0.1,0.00648,Marine,0.12
Caribbean Sea,14.68,-64.43,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,13.87,-61.59,0.2,0.1,0.00216,Marine,0.12
Caribbean Sea,17.17,-74.75,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,16.89,-80.38,0.2,0.1,0.00864,Marine,0.12
Caribbean Sea,17.44,-83.88,0.2,0.1,0.00432,Marine,0.12
Caribbean Sea,17.6,-73.93,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,19.44,-78.88,0.2,0.1,0.00216,Marine,0.12
Caribbean Sea,18.08,-78.78,0.2,0.1,0.035992,Marine,0.12
Caribbean Sea,18.63,-76.25,0.2,0.1,0.01296,Marine,0.12
Mediterranean Sea,42.888333,10.211033,0.2,0.1,0.360438,Marine,0.12
North Sea,55.931667,-2.120333,0.2,0.1,0.0,Marine,0.12
Mediterranean Sea,36.965833,13.902,0.2,0.1,0.362114,Marine,0.12
Stellwagen Bank National Marine Sanctuary,42.38,-70.4,0.2,0.1,0.0,Marine,0.12
Gulf of Mexico,24.41,-85.03,0.2,0.1,0.028076,Marine,0.12
Gulf of Mexico,27.778,-82.5203,0.2,0.1,0.0,Marine,0.12
Gulf of California,28.859672,-112.030125,0.2,0.1,705.218618,Marine,0.1401
Caribbean Sea,13.7,-61.2,0.2,0.1,0.00216,Marine,0.12
Caribbean Sea,13.14,-61.66,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,12.5,-61.54,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,11.95,-77.68,0.2,0.1,0.00216,Marine,0.12
Caribbean Sea,13.15,-64.67,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,12.55,-68.7,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,17.35,-72.5,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,15.22,-64.37,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,14.85,-61.69,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,18.45,-76.21,0.2,0.1,0.005892,Marine,0.12
Inner Seas off the West Coast of Scotland,55.850667,-4.977,0.2,0.1,0.0,Marine,0.12
Mediterranean Sea,43.7741,7.6167,0.2,0.1,0.27962,Marine,0.12
Inner Seas off the West Coast of Scotland,56.013667,-4.877,0.2,0.1,0.0,Marine,0.12
Mediterranean Sea,38.942667,1.208333,0.2,0.1,2.831352,Marine,0.1201
Mediterranean Sea,39.372,11.636,0.2,0.1,0.686521,Marine,0.12
Mediterranean Sea,41.397303,2.21315,0.2,0.1,2.407333,Marine,0.1201
Gulf of St. Lawrence,47.09,-56.57,0.2,0.1,0.0,Marine,0.12
Gulf of Mexico,27.6934,-82.5559,0.2,0.1,2000.0,Marine,0.1771
Caribbean Sea,14.1198,-60.8745,0.2,0.1,0.0,Marine,0.12
Gulf of California,25.297939,-108.533008,0.2,0.1,705.218618,Marine,0.1401
Caribbean Sea,14.17,-66.37,0.2,0.1,0.0108,Marine,0.12
Caribbean Sea,16.43,-63.6,0.2,0.1,0.001728,Marine,0.12
Caribbean Sea,16.98,-63.7,0.2,0.1,0.00648,Marine,0.12
Caribbean Sea,15.92,-63.08,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,18.25,-76.2,0.2,0.1,0.00216,Marine,0.12
Caribbean Sea,16.87,-78.6,0.2,0.1,0.0108,Marine,0.12
Caribbean Sea,11.23,-62.23,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,10.72,-65.15,0.2,0.1,0.00432,Marine,0.12
Caribbean Sea,16.65,-84.95,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,14.25,-75.4,0.2,0.1,0.00216,Marine,0.12
Mediterranean Sea,32.279667,34.825,0.2,0.1,6.78,Marine,0.1202
Coastal Waters of Southeast Alaska and British Columbia,57.14,-134.05,0.2,0.1,0.0,Marine,0.12
North Sea,57.118833,-1.982833,0.2,0.1,0.0,Marine,0.12
North Sea,57.6905,-3.6735,0.2,0.1,0.0,Marine,0.12
Gulf of Alaska,60.0452,-147.5561,0.2,0.1,0.008,Marine,0.12
Gulf of Mexico,21.526733,-87.37755,0.2,0.1,0.0,Marine,0.12
Gulf of Mexico,27.9528,-82.6416,0.2,0.1,5000.0,Marine,0.2629
Gulf of California,31.022322,-114.832718,0.2,0.1,5641.748942,Marine,0.2812
Caribbean Sea,10.88,-63.73,0.2,0.1,0.00864,Marine,0.12
Caribbean Sea,14.39,-68.33,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,13.1,-69.98,0.2,0.1,0.0108,Marine,0.12
Caribbean Sea,16.62,-64.7,0.2,0.1,0.00216,Marine,0.12
Caribbean Sea,17.08,-78.18,0.2,0.1,0.00432,Marine,0.12
Caribbean Sea,16.5,-72.1,0.2,0.1,0.0,Marine,0.12
Mediterranean Sea,32.823667,35.035,0.2,0.1,1.723577,Marine,0.12
Inner Seas off the West Coast of Scotland,55.302333,-5.1015,0.2,0.1,0.020179,Marine,0.12
Inner Seas off the West Coast of Scotland,56.1935,-4.766,0.2,0.1,0.095574,Marine,0.12
Celtic Sea,51.447339,-8.82596,0.2,0.1,2.4,Marine,0.1201
Mediterranean Sea,44.34405,9.047283,0.2,0.1,0.9891,Marine,0.12
Mediterranean Sea,43.02375,6.21525,0.2,0.1,0.016665,Marine,0.12
Inner Seas off the West Coast of Scotland,58.051833,-5.595333,0.2,0.1,0.0,Marine,0.12
Gulf of California,31.680124,-114.495158,0.2,0.1,2115.655853,Marine,0.1804
Gulf of Mexico,24.78,-83.3,0.2,0.1,0.0,Marine,0.12
Gulf of Mexico,27.8096,-82.446,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,10.760339,-61.441728,0.2,0.1,0.777778,Marine,0.12
Caribbean Sea,9.4197,-79.9675,0.2,0.1,0.001,Marine,0.12
Mediterranean Sea,32.584,34.9055,0.2,0.1,19.624097,Marine,0.1206
Mediterranean Sea,37.5,25.3,0.2,0.1,0.066667,Marine,0.12
Black Sea,43.328333,28.285833,0.2,0.1,2.543575,Marine,0.1201
Stellwagen Bank National Marine Sanctuary,42.41,-70.32,0.2,0.1,0.0,Marine,0.12
Stellwagen Bank National Marine Sanctuary,42.56,-70.24,0.2,0.1,0.0,Marine,0.12
Inner Seas off the West Coast of Scotland,58.1065,-5.864833,0.2,0.1,0.075595,Marine,0.12
Baltic Sea,57.2772,23.32125,0.2,0.1,0.054857,Marine,0.12
Mediterranean Sea,38.439667,14.925667,0.2,0.1,0.07108,Marine,0.12
Mediterranean Sea,37.9775,12.359833,0.2,0.1,1.127342,Marine,0.12
Mediterranean Sea,41.7355,9.46515,0.2,0.1,0.115463,Marine,0.12
Stellwagen Bank National Marine Sanctuary,42.17,-70.25,0.2,0.1,0.0,Marine,0.12
Gulf of Mexico,27.897,-82.4382,0.2,0.1,0.0,Marine,0.12
Gulf of California,22.894645,-109.89479,0.2,0.1,1410.437236,Marine,0.1603
Caribbean Sea,17.95,-74.18,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,17.77,-67.08,0.2,0.1,0.0072,Marine,0.12
Caribbean Sea,17.8,-63.9,0.2,0.1,0.01728,Marine,0.12
Caribbean Sea,15.38,-76.0,0.2,0.1,0.00648,Marine,0.12
Caribbean Sea,15.63,-76.2,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,17.3,-82.0,0.2,0.1,0.00432,Marine,0.12
Mediterranean Sea,33.074,35.101667,0.2,0.1,1.736973,Marine,0.12
Mediterranean Sea,36.023,29.562,0.2,0.1,1.173333,Marine,0.12
North Sea,56.07,-2.566167,0.2,0.1,0.009988,Marine,0.12
Stellwagen Bank National Marine Sanctuary,42.4,-70.2,0.2,0.1,0.0,Marine,0.12
Mediterranean Sea,42.745833,4.745833,0.2,0.1,0.625055,Marine,0.12
Mediterranean Sea,42.837,6.321167,0.2,0.1,0.027832,Marine,0.12
Mediterranean Sea,42.3425,6.501,0.2,0.1,0.262782,Marine,0.12
Inner Seas off the West Coast of Scotland,55.989167,-4.887167,0.2,0.1,0.101021,Marine,0.12
Inner Seas off the West Coast of Scotland,56.006267,-4.873167,0.2,0.1,0.0,Marine,0.12
Gulf of Mexico,24.15,-83.88,0.2,0.1,0.0,Marine,0.12
Gulf of Mexico,27.729,-82.4987,0.2,0.1,1000.0,Marine,0.1486
Caribbean Sea,16.26,-67.54,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,15.6,-62.27,0.2,0.1,0.0108,Marine,0.12
Caribbean Sea,12.63,-61.5,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,10.9,-65.8,0.2,0.1,0.0,Marine,0.12
